seller_id,seller_email,first_name,last_name,birthdate,seller_city,seller_state,seller_zip_prefix
SELL00289,sell00289@seller.example.com,Gabriela,Gomes,1983-01-28,Belo Horizonte,DF,55190
SELL00290,sell00290@seller.example.com,Carlos,Araújo,1950-11-12,Rio de Janeiro,RJ,40163
SELL00291,sell00291@seller.example.com,Diego,Alves,1962-10-30,Campinas,SP,58242
SELL00292,sell00292@seller.example.com,Rafael,Martins,1992-07-06,Goiania,SC,42953
SELL00293,sell00293@seller.example.com,Vanessa,Gomes,1978-06-16,Brasilia,RJ,49799
SELL00294,sell00294@seller.example.com,Rafael,Santos,1990-09-21,Brasilia,DF,22288
SELL00295,sell00295@seller.example.com,Rodrigo,Rodrigues,1985-08-28,Belo Horizonte,PR,37473
SELL00296,sell00296@seller.example.com,Mariana,Moreira,1950-08-19,Goiania,RJ,37591
SELL00297,sell00297@seller.example.com,Mateus,Gomes,1964-04-06,Campinas,PR,38391
SELL00298,sell00298@seller.example.com,Aline,Carvalho,1969-12-16,Brasilia,RJ,19877
SELL00299,sell00299@seller.example.com,Rodrigo,Dias,1995-04-10,Rio de Janeiro,SC,83127
SELL00300,sell00300@seller.example.com,Natália,Gonçalves,1957-10-03,Salvador,DF,98482
SELL00301,sell00301@seller.example.com,Vanessa,Monteiro,1971-11-04,Brasilia,RJ,62550
SELL00302,sell00302@seller.example.com,Lucas,Cardoso,1985-04-22,Salvador,SC,20494
SELL00303,sell00303@seller.example.com,Priscila,Silva,1989-06-27,Campinas,SC,10078
SELL00304,sell00304@seller.example.com,Carlos,Correia,1956-11-22,Salvador,SP,87674
SELL00305,sell00305@seller.example.com,Larissa,Dias,1948-08-03,Salvador,ES,93041
SELL00306,sell00306@seller.example.com,Natália,Gonçalves,2000-08-16,Sao Paulo,DF,18977
SELL00307,sell00307@seller.example.com,Aline,Monteiro,1967-06-21,Rio de Janeiro,RS,42593
SELL00308,sell00308@seller.example.com,Letícia,Carvalho,1960-03-17,Porto Alegre,BA,79754
SELL00309,sell00309@seller.example.com,Ana,Rocha,1973-11-17,Sao Paulo,RS,81265
SELL00310,sell00310@seller.example.com,Leonardo,Silva,1995-06-02,Goiania,DF,12723
SELL00311,sell00311@seller.example.com,Gustavo,Fernandes,1947-03-25,Salvador,GO,19773
SELL00312,sell00312@seller.example.com,Ana,Lima,1995-07-19,Porto Alegre,RJ,59510
SELL00313,sell00313@seller.example.com,Rodrigo,Gonçalves,1982-08-09,Porto Alegre,RJ,77301
SELL00314,sell00314@seller.example.com,Leonardo,Carvalho,1954-05-13,Brasilia,MG,43572
SELL00315,sell00315@seller.example.com,Mariana,Correia,1966-02-27,Campinas,RS,89603
SELL00316,sell00316@seller.example.com,Felipe,Dias,1956-03-06,Goiania,SC,81185
SELL00317,sell00317@seller.example.com,Ricardo,Moreira,1987-05-26,Sao Paulo,PR,94650
SELL00318,sell00318@seller.example.com,Isabela,Gomes,1956-07-16,Goiania,GO,48759
SELL00319,sell00319@seller.example.com,Ana,Alves,1959-10-25,Curitiba,GO,24539
SELL00320,sell00320@seller.example.com,Rafael,Ramos,1990-09-17,Rio de Janeiro,BA,50593
SELL00321,sell00321@seller.example.com,João,Ramos,1972-03-08,Campinas,SC,55022
SELL00322,sell00322@seller.example.com,Isabela,Alves,1991-08-27,Campinas,RS,70765
SELL00323,sell00323@seller.example.com,Priscila,Teixeira,1970-07-13,Sao Paulo,GO,43051
SELL00324,sell00324@seller.example.com,Aline,Mendes,1983-04-11,Belo Horizonte,ES,92303
SELL00325,sell00325@seller.example.com,Bruno,Dias,1989-04-15,Goiania,BA,60730
SELL00326,sell00326@seller.example.com,Rafael,Almeida,1988-05-13,Brasilia,SP,94865
SELL00327,sell00327@seller.example.com,Bianca,Rocha,1967-11-13,Rio de Janeiro,DF,55242
SELL00328,sell00328@seller.example.com,Gustavo,Almeida,1986-12-24,Rio de Janeiro,RS,90903
SELL00329,sell00329@seller.example.com,Gabriela,Nascimento,1995-06-16,Rio de Janeiro,BA,76159
SELL00330,sell00330@seller.example.com,Leonardo,Gomes,1958-12-23,Porto Alegre,RJ,43312
SELL00331,sell00331@seller.example.com,Felipe,Rocha,1980-05-31,Campinas,MG,17586
SELL00332,sell00332@seller.example.com,Juliana,Silva,1963-02-06,Salvador,SP,92833
SELL00333,sell00333@seller.example.com,Rafael,Carvalho,1999-10-10,Salvador,RJ,94463
SELL00334,sell00334@seller.example.com,Rodrigo,Araújo,1991-08-07,Rio de Janeiro,PR,71076
SELL00335,sell00335@seller.example.com,Camila,Freitas,1958-04-01,Rio de Janeiro,RJ,72399
SELL00336,sell00336@seller.example.com,Fernando,Freitas,1952-04-06,Porto Alegre,SC,28131
SELL00337,sell00337@seller.example.com,Marcos,Teixeira,1970-10-14,Salvador,SC,25020
SELL00338,sell00338@seller.example.com,Carolina,Carvalho,1983-03-24,Salvador,SC,84771
SELL00339,sell00339@seller.example.com,Bianca,Ramos,1976-06-29,Campinas,MG,69523
SELL00340,sell00340@seller.example.com,Ricardo,Costa,1991-07-21,Belo Horizonte,MG,85043
SELL00341,sell00341@seller.example.com,Priscila,Moreira,1969-12-20,Sao Paulo,GO,73477
SELL00342,sell00342@seller.example.com,Letícia,Martins,1946-03-26,Campinas,BA,81244
SELL00343,sell00343@seller.example.com,João,Castro,1971-05-18,Sao Paulo,RS,80067
SELL00344,sell00344@seller.example.com,Renata,Pereira,1972-10-14,Brasilia,SC,73101
SELL00345,sell00345@seller.example.com,Ricardo,Mendes,1998-08-28,Porto Alegre,DF,41782
SELL00346,sell00346@seller.example.com,Bruno,Alves,1998-01-10,Brasilia,MG,39904
SELL00347,sell00347@seller.example.com,Felipe,Silva,1989-12-05,Salvador,ES,94073
SELL00348,sell00348@seller.example.com,Leonardo,Castro,1959-05-02,Campinas,ES,95240
SELL00349,sell00349@seller.example.com,Mateus,Carvalho,1986-01-23,Rio de Janeiro,MG,76102
SELL00350,sell00350@seller.example.com,Bruno,Monteiro,1994-04-27,Campinas,SC,45503
SELL00351,sell00351@seller.example.com,Renata,Monteiro,1989-06-14,Goiania,PR,86245
SELL00352,sell00352@seller.example.com,André,Freitas,1976-12-18,Porto Alegre,RS,92644
SELL00353,sell00353@seller.example.com,Daniel,Silva,1975-10-29,Porto Alegre,DF,63200
SELL00354,sell00354@seller.example.com,Fernando,Oliveira,1995-07-08,Sao Paulo,GO,72927
SELL00355,sell00355@seller.example.com,Vanessa,Barbosa,1994-10-03,Florianopolis,ES,62050
SELL00356,sell00356@seller.example.com,Gustavo,Gomes,1979-11-04,Goiania,ES,44232
SELL00357,sell00357@seller.example.com,Maria,Pereira,1986-11-07,Goiania,PR,90656
SELL00358,sell00358@seller.example.com,Gustavo,Correia,1974-11-14,Goiania,PR,74021
SELL00359,sell00359@seller.example.com,Leonardo,Martins,1962-12-04,Goiania,MG,52914
SELL00360,sell00360@seller.example.com,Gabriela,Costa,1967-06-05,Belo Horizonte,ES,73856
SELL00361,sell00361@seller.example.com,Patrícia,Santos,1997-04-19,Goiania,SP,56798
SELL00362,sell00362@seller.example.com,Leonardo,Nascimento,1980-05-11,Belo Horizonte,MG,58786
SELL00363,sell00363@seller.example.com,Gabriel,Carvalho,1966-12-15,Belo Horizonte,BA,48382
SELL00364,sell00364@seller.example.com,Carlos,Araújo,1982-11-08,Curitiba,BA,33473
SELL00365,sell00365@seller.example.com,Amanda,Rodrigues,1949-12-01,Campinas,PR,42921
SELL00366,sell00366@seller.example.com,Daniel,Martins,1974-07-19,Brasilia,SC,39995
SELL00367,sell00367@seller.example.com,Lucas,Araújo,1988-06-07,Florianopolis,RS,30450
SELL00368,sell00368@seller.example.com,João,Araújo,1980-03-15,Brasilia,DF,59302
SELL00369,sell00369@seller.example.com,Maria,Gonçalves,1980-08-21,Brasilia,RS,83673
SELL00370,sell00370@seller.example.com,Felipe,Dias,1959-08-25,Sao Paulo,GO,25765
SELL00371,sell00371@seller.example.com,Leonardo,Carvalho,1990-06-09,Campinas,SC,84806
SELL00372,sell00372@seller.example.com,Marcos,Nascimento,1949-04-28,Sao Paulo,PR,76314
SELL00373,sell00373@seller.example.com,Carolina,Gonçalves,1957-04-29,Rio de Janeiro,GO,56390
SELL00374,sell00374@seller.example.com,Renata,Moreira,1991-01-24,Campinas,SC,30633
SELL00375,sell00375@seller.example.com,Amanda,Gomes,1998-12-13,Salvador,MG,63120
SELL00376,sell00376@seller.example.com,Renata,Nascimento,1975-10-14,Goiania,MG,50435
SELL00377,sell00377@seller.example.com,João,Moreira,1955-01-02,Sao Paulo,GO,89843
SELL00378,sell00378@seller.example.com,Mateus,Oliveira,1985-07-02,Belo Horizonte,BA,17357
SELL00379,sell00379@seller.example.com,Rafael,Rocha,1954-12-12,Sao Paulo,SP,78089
SELL00380,sell00380@seller.example.com,André,Silva,1993-03-09,Porto Alegre,SP,38820
SELL00381,sell00381@seller.example.com,Bianca,Ramos,1986-12-29,Curitiba,SP,30487
SELL00382,sell00382@seller.example.com,Lucas,Alves,1947-05-18,Brasilia,SC,89507
SELL00383,sell00383@seller.example.com,Camila,Santos,1958-12-07,Campinas,RS,32188
SELL00384,sell00384@seller.example.com,Natália,Fernandes,1982-10-13,Curitiba,SC,88416
SELL00385,sell00385@seller.example.com,Renata,Almeida,1959-11-07,Belo Horizonte,SP,41310
SELL00386,sell00386@seller.example.com,André,Barbosa,1952-09-17,Curitiba,RS,14564
SELL00387,sell00387@seller.example.com,Amanda,Oliveira,1988-02-14,Belo Horizonte,RS,98635
SELL00388,sell00388@seller.example.com,Felipe,Gonçalves,1969-10-11,Florianopolis,RJ,30062
SELL00389,sell00389@seller.example.com,Lucas,Barbosa,1976-05-16,Sao Paulo,SP,89671
SELL00390,sell00390@seller.example.com,Ricardo,Santos,1981-08-29,Rio de Janeiro,DF,22415
SELL00391,sell00391@seller.example.com,Camila,Gonçalves,1953-03-16,Brasilia,SC,79241
SELL00392,sell00392@seller.example.com,Lucas,Silva,1975-06-24,Belo Horizonte,RS,19044
SELL00393,sell00393@seller.example.com,Juliana,Almeida,1993-11-15,Curitiba,RJ,46950
SELL00394,sell00394@seller.example.com,Gustavo,Rodrigues,1980-02-04,Sao Paulo,PR,30349
SELL00395,sell00395@seller.example.com,Rodrigo,Moreira,1974-05-30,Belo Horizonte,ES,47968
SELL00396,sell00396@seller.example.com,Bruno,Silva,1989-10-11,Sao Paulo,BA,32717
SELL00397,sell00397@seller.example.com,Juliana,Mendes,1994-07-16,Goiania,RS,72263
SELL00398,sell00398@seller.example.com,Renata,Pereira,1949-03-22,Porto Alegre,PR,66917
SELL00399,sell00399@seller.example.com,Larissa,Almeida,1952-02-21,Sao Paulo,DF,48371
SELL00400,sell00400@seller.example.com,Priscila,Pereira,1967-01-23,Campinas,PR,80010
