customer_id,email,first_name,last_name,birthdate,city,city_state,zip_prefix
CUST000601,cust000601@example.com,Nika,Milić,1962-09-18,Porto Alegre,GO,12590
CUST000602,cust000602@example.com,Ana,Lončar,1981-08-09,Florianopolis,MG,49893
CUST000603,cust000603@example.com,Ema,Nikolić,1954-03-08,Florianopolis,DF,83396
CUST000604,cust000604@example.com,Elena,Vidović,1995-01-11,Belo Horizonte,SP,48176
CUST000605,cust000605@example.com,Nika,Vidović,1991-09-09,Salvador,DF,77484
CUST000606,cust000606@example.com,Mario,Vidović,2004-01-23,Campinas,BA,36295
CUST000607,cust000607@example.com,Mario,Tomić,1985-07-30,Goiania,DF,48131
CUST000608,cust000608@example.com,Lucija,Grgić,1992-10-30,Brasilia,SP,54893
CUST000609,cust000609@example.com,Laura,Đurić,1951-08-06,Florianopolis,SC,21924
CUST000610,cust000610@example.com,Karlo,Pavlović,1997-12-21,Brasilia,BA,20851
CUST000611,cust000611@example.com,Mario,Tomić,1946-04-28,Porto Alegre,PR,17734
CUST000612,cust000612@example.com,Josip,Đurić,2007-08-27,Brasilia,PR,52681
CUST000613,cust000613@example.com,Petar,Vuković,1960-06-25,Goiania,BA,15293
CUST000614,cust000614@example.com,Ivana,Babić,1983-01-27,Curitiba,MG,63203
CUST000615,cust000615@example.com,Nikola,Vidović,1993-04-25,Goiania,SC,23820
CUST000616,cust000616@example.com,Laura,Marković,1949-10-17,Brasilia,BA,77827
CUST000617,cust000617@example.com,Nikola,Vuković,1980-06-28,Goiania,SP,57163
CUST000618,cust000618@example.com,Luka,Pavić,1947-12-02,Rio de Janeiro,RJ,22391
CUST000619,cust000619@example.com,Petra,Horvat,1970-07-30,Porto Alegre,RS,51970
CUST000620,cust000620@example.com,Petra,Grgić,1978-03-30,Campinas,DF,56823
CUST000621,cust000621@example.com,Ana,Popović,1963-12-17,Curitiba,GO,40796
CUST000622,cust000622@example.com,Tomislav,Marković,1982-09-21,Florianopolis,SC,93127
CUST000623,cust000623@example.com,Nika,Milić,1996-01-30,Sao Paulo,SP,46389
CUST000624,cust000624@example.com,Ana,Blažević,1983-08-06,Campinas,GO,13352
CUST000625,cust000625@example.com,Ana,Šimić,1965-03-21,Sao Paulo,PR,93598
CUST000626,cust000626@example.com,Karlo,Vidović,1988-11-13,Porto Alegre,BA,38172
CUST000627,cust000627@example.com,Mario,Kovačević,1991-10-25,Curitiba,SC,20937
CUST000628,cust000628@example.com,Elena,Pavlović,1989-10-15,Belo Horizonte,ES,90138
CUST000629,cust000629@example.com,Ivana,Šimić,1957-11-12,Florianopolis,DF,98672
CUST000630,cust000630@example.com,Nikola,Brkić,1946-10-25,Rio de Janeiro,RS,76481
CUST000631,cust000631@example.com,Ana,Tomić,1996-11-14,Belo Horizonte,PR,95348
CUST000632,cust000632@example.com,Josip,Jurić,1959-12-10,Porto Alegre,BA,83509
CUST000633,cust000633@example.com,Elena,Rajić,1985-09-04,Campinas,DF,33552
CUST000634,cust000634@example.com,David,Šarić,1980-01-28,Rio de Janeiro,PR,24118
CUST000635,cust000635@example.com,Karlo,Marković,2000-06-10,Goiania,ES,21290
CUST000636,cust000636@example.com,Klara,Vuković,1989-12-20,Brasilia,GO,35123
CUST000637,cust000637@example.com,Petra,Šimić,1947-09-29,Rio de Janeiro,RS,91919
CUST000638,cust000638@example.com,Ana,Tomić,2007-10-11,Porto Alegre,RS,69551
CUST000639,cust000639@example.com,Mario,Marić,1952-09-12,Salvador,DF,62136
CUST000640,cust000640@example.com,Klara,Kovač,1966-11-20,Brasilia,SP,73886
CUST000641,cust000641@example.com,Marija,Vuković,1955-10-26,Sao Paulo,DF,85902
CUST000642,cust000642@example.com,Marija,Milić,2001-12-04,Florianopolis,PR,77333
CUST000643,cust000643@example.com,Klara,Jurić,1964-03-30,Sao Paulo,SP,54016
CUST000644,cust000644@example.com,Karlo,Kovačević,1983-09-25,Rio de Janeiro,RS,31427
CUST000645,cust000645@example.com,Matej,Marković,1984-07-12,Sao Paulo,RJ,12257
CUST000646,cust000646@example.com,Sara,Lončar,1969-08-09,Porto Alegre,RS,77733
CUST000647,cust000647@example.com,Ema,Lončar,1951-02-15,Goiania,DF,18222
CUST000648,cust000648@example.com,Elena,Jurić,1968-04-04,Campinas,PR,35187
CUST000649,cust000649@example.com,Marko,Kovač,1955-03-29,Florianopolis,SP,89688
CUST000650,cust000650@example.com,Dario,Vidović,1990-01-10,Sao Paulo,BA,30781
CUST000651,cust000651@example.com,Laura,Horvat,1951-01-01,Sao Paulo,SP,21004
CUST000652,cust000652@example.com,Lucija,Đurić,1959-01-21,Rio de Janeiro,ES,67600
CUST000653,cust000653@example.com,Nikola,Kovačević,1969-07-16,Campinas,MG,35515
CUST000654,cust000654@example.com,Petra,Jurić,1991-11-28,Belo Horizonte,MG,90952
CUST000655,cust000655@example.com,Ema,Kovačević,1991-01-16,Sao Paulo,SC,81688
CUST000656,cust000656@example.com,Mia,Blažević,1984-08-26,Porto Alegre,GO,82708
CUST000657,cust000657@example.com,David,Kovačević,1970-12-06,Salvador,SC,13185
CUST000658,cust000658@example.com,Dario,Vidović,1965-03-28,Florianopolis,SC,64476
CUST000659,cust000659@example.com,Dario,Popović,1947-05-13,Sao Paulo,SP,41212
CUST000660,cust000660@example.com,Tomislav,Blažević,1979-03-13,Porto Alegre,PR,84697
CUST000661,cust000661@example.com,Klara,Đurić,1970-06-02,Porto Alegre,SC,58533
CUST000662,cust000662@example.com,David,Božić,2005-07-14,Florianopolis,DF,93003
CUST000663,cust000663@example.com,Nikola,Matić,1949-04-14,Belo Horizonte,SP,97125
CUST000664,cust000664@example.com,Ivan,Kovač,1981-01-04,Porto Alegre,PR,47630
CUST000665,cust000665@example.com,Marko,Rajić,2005-03-19,Salvador,MG,78606
CUST000666,cust000666@example.com,Lana,Pavić,1974-03-01,Porto Alegre,RJ,84099
CUST000667,cust000667@example.com,Marija,Pavlović,1988-06-20,Porto Alegre,DF,26585
CUST000668,cust000668@example.com,Sara,Petrović,1983-01-23,Porto Alegre,BA,59240
CUST000669,cust000669@example.com,Tomislav,Vidović,1986-01-24,Goiania,GO,24772
CUST000670,cust000670@example.com,Lucija,Kovačević,2007-08-07,Goiania,BA,89991
CUST000671,cust000671@example.com,Antonio,Radić,1976-04-15,Belo Horizonte,PR,81835
CUST000672,cust000672@example.com,Dario,Radić,2000-07-12,Sao Paulo,ES,85724
CUST000673,cust000673@example.com,Elena,Rajić,1957-03-29,Porto Alegre,PR,97091
CUST000674,cust000674@example.com,Marko,Grgić,1955-01-25,Campinas,RJ,27938
CUST000675,cust000675@example.com,Mia,Grgić,1999-04-07,Sao Paulo,MG,31983
CUST000676,cust000676@example.com,Mario,Petrović,1946-08-12,Belo Horizonte,RS,22874
CUST000677,cust000677@example.com,Karlo,Šimić,1993-12-26,Curitiba,PR,70896
CUST000678,cust000678@example.com,Antonio,Babić,1974-07-13,Sao Paulo,MG,56209
CUST000679,cust000679@example.com,Filip,Popović,1957-07-28,Sao Paulo,BA,42822
CUST000680,cust000680@example.com,Dario,Pavlović,1995-05-03,Brasilia,PR,30750
CUST000681,cust000681@example.com,Mia,Milić,1979-10-05,Rio de Janeiro,PR,52083
CUST000682,cust000682@example.com,Mario,Marić,1960-06-15,Brasilia,SC,37946
CUST000683,cust000683@example.com,Lana,Kovačević,2005-01-15,Salvador,BA,11552
CUST000684,cust000684@example.com,Mia,Vuković,1997-02-21,Goiania,GO,83331
CUST000685,cust000685@example.com,Marija,Blažević,1988-10-08,Goiania,GO,15271
CUST000686,cust000686@example.com,Lana,Radić,1965-12-05,Rio de Janeiro,DF,90201
CUST000687,cust000687@example.com,Josip,Božić,1961-10-16,Florianopolis,ES,75651
CUST000688,cust000688@example.com,Mia,Lončar,1975-07-05,Florianopolis,RS,38994
CUST000689,cust000689@example.com,Luka,Novak,1984-03-31,Belo Horizonte,PR,37186
CUST000690,cust000690@example.com,Iva,Vidović,1962-01-04,Rio de Janeiro,PR,40267
CUST000691,cust000691@example.com,Filip,Šimić,1992-02-19,Sao Paulo,DF,49140
CUST000692,cust000692@example.com,Lucija,Popović,1973-08-21,Florianopolis,ES,34935
CUST000693,cust000693@example.com,Dario,Marić,1949-09-13,Porto Alegre,BA,41748
CUST000694,cust000694@example.com,Marko,Marković,1990-04-05,Campinas,PR,13837
CUST000695,cust000695@example.com,Luka,Rajić,1997-01-13,Sao Paulo,MG,74875
CUST000696,cust000696@example.com,Ivana,Blažević,1954-07-19,Salvador,SP,72694
CUST000697,cust000697@example.com,Mia,Tomić,1958-08-05,Porto Alegre,ES,19610
CUST000698,cust000698@example.com,Ivan,Marković,1994-08-19,Porto Alegre,PR,38615
CUST000699,cust000699@example.com,Antonio,Jurić,1983-04-18,Rio de Janeiro,ES,86644
CUST000700,cust000700@example.com,Elena,Kovač,2006-06-05,Belo Horizonte,GO,32347
CUST000701,cust000701@example.com,Klara,Grgić,1980-05-09,Salvador,RS,44062
CUST000702,cust000702@example.com,Josip,Marković,1949-08-11,Florianopolis,PR,65122
CUST000703,cust000703@example.com,Tomislav,Babić,1961-11-07,Rio de Janeiro,RS,58431
CUST000704,cust000704@example.com,Ivana,Perić,1971-05-16,Florianopolis,RJ,83086
CUST000705,cust000705@example.com,Petra,Kovačević,1954-02-01,Rio de Janeiro,SP,38205
CUST000706,cust000706@example.com,Marko,Babić,2005-11-11,Rio de Janeiro,DF,28459
CUST000707,cust000707@example.com,Ivana,Matić,1950-09-22,Rio de Janeiro,RS,33750
CUST000708,cust000708@example.com,Filip,Pavlović,1992-10-07,Belo Horizonte,PR,37729
CUST000709,cust000709@example.com,Ana,Milić,1983-08-30,Rio de Janeiro,SC,48585
CUST000710,cust000710@example.com,Ana,Božić,1968-11-03,Curitiba,DF,93698
CUST000711,cust000711@example.com,Mario,Šimić,2005-10-09,Campinas,DF,55635
CUST000712,cust000712@example.com,Josip,Brkić,1989-04-13,Florianopolis,BA,54854
CUST000713,cust000713@example.com,Marija,Marković,1984-02-22,Sao Paulo,RS,86226
CUST000714,cust000714@example.com,Ivana,Knežević,1971-12-19,Brasilia,SC,39104
CUST000715,cust000715@example.com,Nikola,Šimić,1977-10-17,Salvador,RS,92293
CUST000716,cust000716@example.com,Lucija,Brkić,1966-04-22,Goiania,BA,24770
CUST000717,cust000717@example.com,Lana,Kovač,1998-09-11,Belo Horizonte,SP,85993
CUST000718,cust000718@example.com,Elena,Pavić,1997-05-20,Sao Paulo,PR,27957
CUST000719,cust000719@example.com,Nika,Rajić,2007-12-21,Porto Alegre,GO,65178
CUST000720,cust000720@example.com,Nikola,Milić,2005-10-30,Curitiba,GO,30828
CUST000721,cust000721@example.com,Mia,Matić,1949-11-26,Goiania,RS,27171
CUST000722,cust000722@example.com,Elena,Šarić,1970-04-26,Brasilia,BA,71465
CUST000723,cust000723@example.com,Marko,Rajić,1959-05-28,Sao Paulo,ES,23146
CUST000724,cust000724@example.com,Ema,Novak,1973-11-17,Goiania,PR,56266
CUST000725,cust000725@example.com,Filip,Jurić,1959-12-04,Sao Paulo,RS,55939
CUST000726,cust000726@example.com,Ivana,Jurić,2008-04-04,Curitiba,ES,24202
CUST000727,cust000727@example.com,Iva,Tomić,1988-04-06,Brasilia,PR,47142
CUST000728,cust000728@example.com,David,Šarić,1983-02-22,Porto Alegre,ES,73828
CUST000729,cust000729@example.com,Dora,Marić,1985-03-04,Rio de Janeiro,DF,97367
CUST000730,cust000730@example.com,Laura,Kovačević,1979-02-06,Florianopolis,RS,69046
CUST000731,cust000731@example.com,Ema,Vuković,1959-10-27,Porto Alegre,BA,19849
CUST000732,cust000732@example.com,Dora,Vidović,1963-03-24,Rio de Janeiro,PR,69272
CUST000733,cust000733@example.com,Josip,Popović,2002-02-01,Belo Horizonte,GO,30439
CUST000734,cust000734@example.com,Karlo,Blažević,1989-06-08,Campinas,RS,92526
CUST000735,cust000735@example.com,Ivana,Pavlović,2002-07-06,Salvador,PR,88872
CUST000736,cust000736@example.com,Lucija,Šarić,1970-01-02,Salvador,PR,45344
CUST000737,cust000737@example.com,Iva,Rajić,1999-11-16,Florianopolis,ES,98489
CUST000738,cust000738@example.com,Klara,Tomić,1955-12-13,Brasilia,ES,63276
CUST000739,cust000739@example.com,Mario,Radić,1973-08-31,Curitiba,SC,15051
CUST000740,cust000740@example.com,Mia,Pavić,2003-07-26,Brasilia,RS,59474
CUST000741,cust000741@example.com,Dora,Grgić,2002-03-08,Curitiba,RJ,85604
CUST000742,cust000742@example.com,Laura,Brkić,1969-10-05,Brasilia,MG,26967
CUST000743,cust000743@example.com,Antonio,Šarić,1954-06-12,Campinas,RJ,31773
CUST000744,cust000744@example.com,Lucija,Đurić,1993-11-24,Belo Horizonte,PR,84383
CUST000745,cust000745@example.com,Marija,Vuković,1989-11-13,Belo Horizonte,SC,80417
CUST000746,cust000746@example.com,Nika,Tomić,1989-02-11,Rio de Janeiro,PR,51182
CUST000747,cust000747@example.com,Ana,Horvat,1962-03-02,Goiania,RJ,73589
CUST000748,cust000748@example.com,Ana,Tomić,1991-08-29,Belo Horizonte,PR,83235
CUST000749,cust000749@example.com,Lana,Marković,1996-05-11,Belo Horizonte,ES,34180
CUST000750,cust000750@example.com,Ana,Marić,1982-10-06,Porto Alegre,RS,74372
CUST000751,cust000751@example.com,Ivan,Đurić,1993-09-05,Porto Alegre,GO,61372
CUST000752,cust000752@example.com,Dario,Šarić,2005-12-08,Rio de Janeiro,RJ,79086
CUST000753,cust000753@example.com,Ema,Milić,1983-03-03,Goiania,MG,32163
CUST000754,cust000754@example.com,Mario,Blažević,1971-02-06,Florianopolis,MG,73089
CUST000755,cust000755@example.com,Dario,Vidović,1960-10-30,Porto Alegre,ES,42934
CUST000756,cust000756@example.com,Ivan,Marković,1967-10-15,Florianopolis,RS,65595
CUST000757,cust000757@example.com,Karlo,Božić,1950-12-13,Sao Paulo,SP,36592
CUST000758,cust000758@example.com,David,Horvat,1953-09-24,Porto Alegre,SP,33039
CUST000759,cust000759@example.com,Karlo,Vuković,2007-03-18,Campinas,BA,74099
CUST000760,cust000760@example.com,Petar,Kovač,1946-05-23,Goiania,BA,99262
CUST000761,cust000761@example.com,Josip,Šimić,1985-08-18,Rio de Janeiro,RJ,44018
CUST000762,cust000762@example.com,Ana,Kovač,2001-04-06,Sao Paulo,ES,63158
CUST000763,cust000763@example.com,Marko,Vidović,2005-12-04,Goiania,ES,14558
CUST000764,cust000764@example.com,Sara,Božić,1980-10-25,Campinas,PR,42174
CUST000765,cust000765@example.com,Ema,Perić,1993-08-28,Goiania,MG,52631
CUST000766,cust000766@example.com,Mia,Knežević,1999-12-31,Campinas,MG,77687
CUST000767,cust000767@example.com,Tomislav,Tomić,2005-09-06,Campinas,MG,25552
CUST000768,cust000768@example.com,Mario,Radić,1954-12-29,Florianopolis,SC,45065
CUST000769,cust000769@example.com,Karlo,Jurić,1950-10-05,Brasilia,RS,12614
CUST000770,cust000770@example.com,Tomislav,Lončar,2001-08-31,Sao Paulo,DF,44647
CUST000771,cust000771@example.com,Karlo,Tomić,1981-07-16,Goiania,PR,67940
CUST000772,cust000772@example.com,Iva,Rajić,1975-08-15,Curitiba,SP,10620
CUST000773,cust000773@example.com,Filip,Novak,1949-05-11,Sao Paulo,ES,33082
CUST000774,cust000774@example.com,Ivan,Šarić,1994-11-08,Brasilia,SP,31891
CUST000775,cust000775@example.com,Marko,Pavić,1998-05-02,Sao Paulo,SC,72395
CUST000776,cust000776@example.com,Petar,Perić,1978-03-28,Belo Horizonte,SP,60955
CUST000777,cust000777@example.com,Ana,Novak,1998-07-09,Curitiba,MG,42314
CUST000778,cust000778@example.com,Filip,Marković,1978-06-26,Brasilia,GO,33500
CUST000779,cust000779@example.com,Matej,Marković,1957-03-08,Florianopolis,PR,63685
CUST000780,cust000780@example.com,Luka,Grgić,1998-12-13,Goiania,GO,74783
CUST000781,cust000781@example.com,Laura,Đurić,1951-11-22,Salvador,BA,60189
CUST000782,cust000782@example.com,David,Božić,1958-05-14,Brasilia,GO,29567
CUST000783,cust000783@example.com,Ana,Marković,1987-11-08,Rio de Janeiro,DF,35978
CUST000784,cust000784@example.com,Josip,Petrović,1986-09-25,Goiania,ES,86089
CUST000785,cust000785@example.com,Filip,Lončar,1983-06-08,Brasilia,SC,19630
CUST000786,cust000786@example.com,Dora,Perić,1954-01-07,Belo Horizonte,ES,22003
CUST000787,cust000787@example.com,Marko,Đurić,1995-02-01,Salvador,DF,51444
CUST000788,cust000788@example.com,Sara,Nikolić,1985-08-02,Belo Horizonte,ES,96184
CUST000789,cust000789@example.com,Ivan,Pavlović,1946-07-07,Salvador,GO,41607
CUST000790,cust000790@example.com,Marija,Milić,1994-02-17,Rio de Janeiro,RS,34821
CUST000791,cust000791@example.com,Luka,Grgić,1983-01-03,Goiania,ES,24601
CUST000792,cust000792@example.com,Antonio,Rajić,1950-09-29,Florianopolis,BA,55904
CUST000793,cust000793@example.com,Mia,Grgić,1956-04-17,Belo Horizonte,PR,81657
CUST000794,cust000794@example.com,David,Vuković,1967-02-21,Belo Horizonte,PR,48557
CUST000795,cust000795@example.com,Lucija,Kovač,1967-03-03,Campinas,SP,62523
CUST000796,cust000796@example.com,David,Petrović,1950-03-05,Salvador,RJ,91846
CUST000797,cust000797@example.com,Petra,Brkić,1983-06-25,Porto Alegre,GO,60502
CUST000798,cust000798@example.com,Klara,Horvat,2000-05-10,Goiania,MG,32098
CUST000799,cust000799@example.com,Karlo,Vidović,1970-06-25,Salvador,DF,55902
CUST000800,cust000800@example.com,Iva,Đurić,1986-05-24,Campinas,SC,99067
CUST000801,cust000801@example.com,Leon,Pavić,1948-02-13,Sao Paulo,GO,49253
CUST000802,cust000802@example.com,Petar,Kovač,1960-09-27,Salvador,PR,85516
CUST000803,cust000803@example.com,Sara,Vidović,1972-04-13,Florianopolis,SP,54280
CUST000804,cust000804@example.com,Ema,Perić,1973-08-31,Goiania,ES,18951
CUST000805,cust000805@example.com,Marko,Milić,1980-11-04,Campinas,MG,18117
CUST000806,cust000806@example.com,Mia,Grgić,1992-02-08,Sao Paulo,MG,35979
CUST000807,cust000807@example.com,Marija,Lončar,1991-01-24,Curitiba,RJ,84525
CUST000808,cust000808@example.com,Tomislav,Tomić,1995-08-06,Campinas,RS,26915
CUST000809,cust000809@example.com,Sara,Grgić,1959-05-26,Curitiba,RJ,69261
CUST000810,cust000810@example.com,Antonio,Marković,1963-11-12,Goiania,ES,82964
CUST000811,cust000811@example.com,Ivan,Vidović,1974-08-18,Belo Horizonte,GO,80440
CUST000812,cust000812@example.com,Dora,Radić,1975-06-04,Campinas,BA,45677
CUST000813,cust000813@example.com,Sara,Radić,1969-08-25,Rio de Janeiro,DF,59830
CUST000814,cust000814@example.com,Dora,Kovačević,1951-12-29,Curitiba,MG,62536
CUST000815,cust000815@example.com,Elena,Vuković,1997-04-22,Florianopolis,SC,18922
CUST000816,cust000816@example.com,Lucija,Nikolić,1959-12-03,Rio de Janeiro,GO,77561
CUST000817,cust000817@example.com,Karlo,Lončar,1992-12-21,Brasilia,SC,23220
CUST000818,cust000818@example.com,Elena,Matić,1978-12-24,Brasilia,SP,55958
CUST000819,cust000819@example.com,Dora,Pavlović,1962-01-01,Sao Paulo,SC,63380
CUST000820,cust000820@example.com,Nikola,Matić,1986-06-19,Belo Horizonte,MG,12766
CUST000821,cust000821@example.com,Dora,Nikolić,2008-06-20,Goiania,MG,94018
CUST000822,cust000822@example.com,Laura,Matić,1960-01-26,Campinas,MG,43159
CUST000823,cust000823@example.com,Tomislav,Pavlović,1996-08-21,Porto Alegre,GO,20935
CUST000824,cust000824@example.com,Elena,Popović,1983-01-13,Florianopolis,GO,13784
CUST000825,cust000825@example.com,Marko,Babić,1959-05-17,Curitiba,DF,98586
CUST000826,cust000826@example.com,Lana,Kovačević,1948-04-28,Goiania,PR,30221
CUST000827,cust000827@example.com,Marija,Tomić,1952-10-26,Rio de Janeiro,RS,39179
CUST000828,cust000828@example.com,Ivana,Milić,1980-11-28,Brasilia,ES,28069
CUST000829,cust000829@example.com,Mia,Jurić,1974-04-26,Florianopolis,ES,45682
CUST000830,cust000830@example.com,Klara,Petrović,1994-07-27,Porto Alegre,SP,66268
CUST000831,cust000831@example.com,Dario,Blažević,1965-09-19,Campinas,RJ,87818
CUST000832,cust000832@example.com,Ivana,Novak,1976-02-02,Sao Paulo,DF,30110
CUST000833,cust000833@example.com,Ivan,Grgić,1985-11-02,Porto Alegre,PR,41232
CUST000834,cust000834@example.com,Lucija,Matić,1996-10-01,Florianopolis,BA,54273
CUST000835,cust000835@example.com,Luka,Vuković,1953-01-09,Porto Alegre,SP,80487
CUST000836,cust000836@example.com,Sara,Novak,1964-10-03,Florianopolis,GO,65210
CUST000837,cust000837@example.com,Elena,Kovač,1987-10-07,Florianopolis,PR,83191
CUST000838,cust000838@example.com,Lana,Brkić,1971-08-10,Salvador,MG,39461
CUST000839,cust000839@example.com,Ema,Popović,1964-08-27,Curitiba,GO,14610
CUST000840,cust000840@example.com,Nikola,Vuković,1965-02-20,Brasilia,RJ,66973
CUST000841,cust000841@example.com,Mario,Đurić,2006-05-06,Salvador,RJ,93004
CUST000842,cust000842@example.com,Ivana,Horvat,2002-04-09,Campinas,ES,17583
CUST000843,cust000843@example.com,Sara,Popović,1984-12-31,Salvador,RS,35583
CUST000844,cust000844@example.com,Ivan,Blažević,1965-06-10,Belo Horizonte,RS,27701
CUST000845,cust000845@example.com,Tomislav,Marić,2006-09-13,Belo Horizonte,BA,16880
CUST000846,cust000846@example.com,Luka,Jurić,1998-11-05,Brasilia,GO,99257
CUST000847,cust000847@example.com,Antonio,Jurić,1988-03-29,Porto Alegre,GO,61845
CUST000848,cust000848@example.com,Lana,Milić,1960-03-19,Curitiba,RJ,82417
CUST000849,cust000849@example.com,Leon,Radić,1996-10-07,Brasilia,MG,13722
CUST000850,cust000850@example.com,Matej,Matić,1968-06-26,Florianopolis,MG,30077
CUST000851,cust000851@example.com,Mario,Božić,1977-05-23,Rio de Janeiro,SC,90868
CUST000852,cust000852@example.com,Marija,Knežević,1948-02-15,Curitiba,MG,23229
CUST000853,cust000853@example.com,Mario,Perić,1973-05-26,Curitiba,PR,83338
CUST000854,cust000854@example.com,Matej,Horvat,1955-07-02,Florianopolis,RS,71679
CUST000855,cust000855@example.com,Ana,Milić,1983-04-13,Florianopolis,MG,97637
CUST000856,cust000856@example.com,Ivana,Brkić,1974-05-18,Sao Paulo,DF,21439
CUST000857,cust000857@example.com,Ana,Vidović,1953-06-08,Brasilia,GO,45902
CUST000858,cust000858@example.com,Petar,Matić,1999-09-18,Florianopolis,MG,12598
CUST000859,cust000859@example.com,Luka,Babić,1992-04-28,Belo Horizonte,SC,14052
CUST000860,cust000860@example.com,Lucija,Vuković,1989-09-05,Campinas,BA,22741
CUST000861,cust000861@example.com,Petar,Šarić,1964-10-23,Rio de Janeiro,BA,79360
CUST000862,cust000862@example.com,Dario,Šarić,1996-03-19,Brasilia,RJ,46288
CUST000863,cust000863@example.com,Dora,Kovačević,1993-03-05,Goiania,MG,11249
CUST000864,cust000864@example.com,Tomislav,Tomić,1970-04-28,Belo Horizonte,GO,32970
CUST000865,cust000865@example.com,Petra,Milić,1959-03-04,Porto Alegre,GO,25565
CUST000866,cust000866@example.com,Lana,Marić,1974-06-17,Florianopolis,RS,66995
CUST000867,cust000867@example.com,Klara,Milić,1962-06-24,Goiania,BA,93994
CUST000868,cust000868@example.com,Ana,Blažević,1949-02-09,Florianopolis,RJ,61656
CUST000869,cust000869@example.com,Luka,Babić,1981-01-29,Curitiba,MG,72134
CUST000870,cust000870@example.com,Elena,Rajić,2002-10-24,Belo Horizonte,BA,55765
CUST000871,cust000871@example.com,Nika,Rajić,1960-03-20,Curitiba,BA,12014
CUST000872,cust000872@example.com,Marko,Horvat,1961-08-20,Sao Paulo,GO,80480
CUST000873,cust000873@example.com,Filip,Tomić,1967-11-08,Curitiba,MG,24012
CUST000874,cust000874@example.com,Josip,Tomić,2003-06-21,Sao Paulo,SP,67498
CUST000875,cust000875@example.com,Lana,Novak,1964-10-28,Sao Paulo,MG,78776
CUST000876,cust000876@example.com,Petra,Matić,1985-08-10,Goiania,PR,71711
CUST000877,cust000877@example.com,Matej,Marković,1977-06-03,Florianopolis,BA,52530
CUST000878,cust000878@example.com,Mario,Šimić,1998-06-15,Porto Alegre,RS,89267
CUST000879,cust000879@example.com,Lana,Jurić,1987-02-28,Curitiba,SP,28018
CUST000880,cust000880@example.com,Mario,Petrović,1988-07-03,Belo Horizonte,SC,27916
CUST000881,cust000881@example.com,Antonio,Tomić,1986-02-05,Sao Paulo,RJ,50376
CUST000882,cust000882@example.com,Ivan,Marić,1965-10-26,Florianopolis,MG,75046
CUST000883,cust000883@example.com,Laura,Brkić,1958-05-28,Rio de Janeiro,RS,68742
CUST000884,cust000884@example.com,Klara,Popović,1998-09-05,Brasilia,SC,95566
CUST000885,cust000885@example.com,Filip,Šimić,1968-06-30,Goiania,SC,87125
CUST000886,cust000886@example.com,Klara,Đurić,1973-05-09,Porto Alegre,BA,97519
CUST000887,cust000887@example.com,Josip,Knežević,1980-10-16,Salvador,PR,22437
CUST000888,cust000888@example.com,Ana,Kovač,1974-10-11,Goiania,BA,72146
CUST000889,cust000889@example.com,Ivan,Petrović,1955-12-18,Rio de Janeiro,RJ,37618
CUST000890,cust000890@example.com,Petar,Radić,1991-03-29,Brasilia,SP,60767
CUST000891,cust000891@example.com,Antonio,Marić,1961-01-09,Rio de Janeiro,GO,19705
CUST000892,cust000892@example.com,Ivana,Matić,1992-12-31,Curitiba,DF,67146
CUST000893,cust000893@example.com,Klara,Babić,1984-01-25,Sao Paulo,SP,98216
CUST000894,cust000894@example.com,Laura,Lončar,2008-08-15,Porto Alegre,RJ,90912
CUST000895,cust000895@example.com,Ivana,Marić,1962-07-24,Campinas,GO,61750
CUST000896,cust000896@example.com,Mario,Vuković,1966-07-04,Sao Paulo,SC,54379
CUST000897,cust000897@example.com,Antonio,Pavić,1960-02-23,Campinas,SP,62682
CUST000898,cust000898@example.com,Matej,Marić,1968-12-15,Brasilia,GO,74713
CUST000899,cust000899@example.com,Luka,Marković,1998-10-15,Florianopolis,MG,66919
CUST000900,cust000900@example.com,Elena,Vidović,1951-02-19,Salvador,BA,70384
CUST000901,cust000901@example.com,Leon,Matić,1970-01-05,Belo Horizonte,DF,61128
CUST000902,cust000902@example.com,Antonio,Rajić,1961-06-04,Sao Paulo,RS,11835
CUST000903,cust000903@example.com,Ema,Jurić,1980-05-21,Porto Alegre,MG,31283
CUST000904,cust000904@example.com,Nika,Perić,1955-12-23,Rio de Janeiro,SP,59506
CUST000905,cust000905@example.com,Ivan,Pavlović,1977-08-19,Porto Alegre,ES,63625
CUST000906,cust000906@example.com,Laura,Knežević,1968-04-24,Brasilia,GO,45963
CUST000907,cust000907@example.com,Tomislav,Božić,1972-05-18,Campinas,SC,19179
CUST000908,cust000908@example.com,Ema,Blažević,1947-07-20,Rio de Janeiro,SC,21955
CUST000909,cust000909@example.com,David,Grgić,2006-03-27,Belo Horizonte,ES,17198
CUST000910,cust000910@example.com,Elena,Božić,1985-10-10,Belo Horizonte,SP,77156
CUST000911,cust000911@example.com,Ana,Kovač,1947-11-22,Sao Paulo,SC,54588
CUST000912,cust000912@example.com,Mario,Matić,1994-09-16,Brasilia,PR,21766
CUST000913,cust000913@example.com,Dario,Milić,1959-06-17,Florianopolis,SC,63570
CUST000914,cust000914@example.com,Ema,Petrović,1985-08-17,Brasilia,DF,79874
CUST000915,cust000915@example.com,David,Kovač,1989-12-05,Campinas,PR,58679
CUST000916,cust000916@example.com,Petra,Knežević,1964-09-08,Porto Alegre,RJ,15301
